ct_id,geo,units_total,units_bachelor,units_1br,units_2br,units_3br_plus,share_bachelor,share_1br,share_2br,share_3br_plus,rent_bachelor,rent_1br,rent_2br,rent_3br_plus,rent_total,vacancy_bachelor,vacancy_1br,vacancy_2br,vacancy_3br_plus,vacancy_total,median_household_income_2020,annual_rent_total,rent_income_pct,affordability_tier
531.0,0531.00 - Winnipeg,414.0,57.0,168.0,188.0,1.0,0.1376811594202898,0.4057971014492754,0.4541062801932367,0.002415458937198,,,,,,,,,,,73000.0,,,
532.0,0532.00 - Winnipeg,38.0,6.0,24.0,6.0,2.0,0.1578947368421052,0.631578947368421,0.1578947368421052,0.0526315789473684,,,,,,,,,,,84000.0,,,
533.0,0533.00 - Winnipeg,292.0,89.0,157.0,46.0,0.0,0.3047945205479452,0.5376712328767124,0.1575342465753424,0.0,,1117.0,,,,,,,,,90000.0,,,
534.0,0534.00 - Winnipeg,,54.0,397.0,698.0,8.0,,,,,828.0,1078.0,1273.0,,1196.0,,2.5,1.7,,1.9,71000.0,14352.0,20.21408450704225,Higher relative burden
535.0,0535.00 - Winnipeg,29.0,1.0,14.0,14.0,0.0,0.0344827586206896,0.4827586206896552,0.4827586206896552,0.0,,,,,,,,,,,86000.0,,,
536.0,0536.00 - Winnipeg,,79.0,659.0,665.0,69.0,,,,,,1134.0,1376.0,1745.0,1270.0,,1.6,3.7,,2.8,73000.0,15240.0,20.876712328767123,Higher relative burden
537.01,0537.01 - Winnipeg,405.0,14.0,112.0,256.0,23.0,0.0345679012345679,0.2765432098765432,0.6320987654320988,0.0567901234567901,,,,,,,,,,,74500.0,,,
537.02,0537.02 - Winnipeg,,,,,,,,,,,,,,,,,,,,114000.0,,,
537.03,0537.03 - Winnipeg,140.0,0.0,93.0,47.0,0.0,0.0,0.6642857142857143,0.3357142857142857,0.0,,,,,,,,,,,94000.0,,,
538.0,0538.00 - Winnipeg,96.0,0.0,36.0,60.0,0.0,0.0,0.375,0.625,0.0,,,,,1097.0,,,,,26.0,90000.0,13164.0,14.626666666666663,Lower relative burden
539.01,0539.01 - Winnipeg,,,,,,,,,,,,,,,,,,,,94000.0,,,
539.02,0539.02 - Winnipeg,574.0,21.0,220.0,293.0,40.0,0.0365853658536585,0.3832752613240418,0.5104529616724739,0.0696864111498257,868.0,1018.0,1211.0,,1125.0,0.0,0.7,0.4,,0.5,74500.0,13500.0,18.12080536912752,Moderate relative burden
540.01,0540.01 - Winnipeg,,,,,,,,,,,,,,,,,,,,105000.0,,,
540.02,0540.02 - Winnipeg,317.0,2.0,176.0,139.0,0.0,0.0063091482649842,0.555205047318612,0.4384858044164038,0.0,,1050.0,1252.0,,1135.0,,0.0,1.0,,0.4,79000.0,13620.0,17.240506329113924,Moderate relative burden
540.03,0540.03 - Winnipeg,,17.0,377.0,547.0,67.0,,,,,,1143.0,1437.0,1678.0,1332.0,,0.3,0.8,0.0,0.6,70500.0,15984.0,22.672340425531917,Highest relative burden
540.04,0540.04 - Winnipeg,312.0,6.0,171.0,135.0,0.0,0.0192307692307692,0.5480769230769231,0.4326923076923077,0.0,,,,,,,,,,,74000.0,,,
541.0,0541.00 - Winnipeg,,,,,,,,,,,,,,,,,,,,,,,
542.0,0542.00 - Winnipeg,,,,,,,,,,,,,,,,,,,,75500.0,,,
550.0,0550.00 - Winnipeg,51.0,3.0,29.0,19.0,0.0,0.0588235294117647,0.5686274509803921,0.3725490196078431,0.0,,,,,,,,,,,90000.0,,,
551.0,0551.00 - Winnipeg,265.0,4.0,159.0,99.0,3.0,0.0150943396226415,0.6,0.3735849056603773,0.0113207547169811,,936.0,1013.0,,955.0,,0.0,,,,77000.0,11460.0,14.883116883116884,Lower relative burden
552.01,0552.01 - Winnipeg,364.0,0.0,130.0,158.0,76.0,0.0,0.3571428571428571,0.4340659340659341,0.2087912087912088,,,,,,,,0.6,,0.5,91000.0,,,
552.02,0552.02 - Winnipeg,403.0,32.0,140.0,221.0,10.0,0.0794044665012407,0.347394540942928,0.5483870967741935,0.0248138957816377,,,,,,,,,,,72000.0,,,
553.0,0553.00 - Winnipeg,954.0,4.0,557.0,391.0,2.0,0.0041928721174004,0.5838574423480084,0.4098532494758909,0.0020964360587002,,1005.0,1160.0,,1062.0,,1.1,1.1,,1.1,61200.0,12744.0,20.823529411764703,Higher relative burden
560.01,0560.01 - Winnipeg,73.0,0.0,7.0,41.0,25.0,0.0,0.0958904109589041,0.5616438356164384,0.3424657534246575,,,,,,,,,,,106000.0,,,
560.04,0560.04 - Winnipeg,365.0,0.0,176.0,145.0,44.0,0.0,0.4821917808219178,0.3972602739726027,0.1205479452054794,,,,,,,,,,,91000.0,,,
560.05,0560.05 - Winnipeg,139.0,1.0,71.0,63.0,4.0,0.0071942446043165,0.5107913669064749,0.4532374100719424,0.0287769784172661,,,,,,,,,,,75500.0,,,
560.08,0560.08 - Winnipeg,,,,,,,,,,,,,,,,,,,,138000.0,,,
560.09,0560.09 - Winnipeg,270.0,0.0,87.0,162.0,21.0,0.0,0.3222222222222222,0.6,0.0777777777777777,,,,,,,,,,,116000.0,,,
560.1,0560.10 - Winnipeg,,0.0,189.0,821.0,59.0,,,,,,1403.0,1630.0,2097.0,1615.0,,0.7,0.6,,1.0,94000.0,19380.0,20.617021276595747,Higher relative burden
560.11,0560.11 - Winnipeg,353.0,0.0,96.0,214.0,43.0,0.0,0.2719546742209632,0.6062322946175638,0.121813031161473,,1476.0,1647.0,1840.0,1624.0,,1.0,1.4,0.0,1.1,102000.0,19488.0,19.105882352941176,Moderate relative burden
560.12,0560.12 - Winnipeg,171.0,0.0,68.0,82.0,21.0,0.0,0.3976608187134502,0.47953216374269,0.1228070175438596,,,,,,,,,,,118000.0,,,
560.13,0560.13 - Winnipeg,305.0,0.0,0.0,305.0,0.0,0.0,0.0,1.0,0.0,,,1578.0,,1578.0,,,0.0,,0.0,98000.0,18936.0,19.32244897959184,Higher relative burden
560.14,0560.14 - Winnipeg,213.0,0.0,42.0,169.0,2.0,0.0,0.1971830985915492,0.7934272300469484,0.0093896713615023,,,,,,,,,,,67000.0,,,
560.15,0560.15 - Winnipeg,589.0,0.0,314.0,225.0,50.0,0.0,0.533106960950764,0.3820033955857385,0.0848896434634974,,,,,,,,,,,84000.0,,,
570.0,0570.00 - Winnipeg,54.0,0.0,12.0,24.0,18.0,0.0,0.2222222222222222,0.4444444444444444,0.3333333333333333,,,,,,,,,,,123000.0,,,
580.0,0580.00 - Winnipeg,,,,,,,,,,,,,,,,,,,,120000.0,,,
585.0,0585.00 - Winnipeg,,,,,,,,,,,,,,,,,,,,95000.0,,,
590.02,0590.02 - Winnipeg,12.0,0.0,0.0,8.0,4.0,0.0,0.0,0.6666666666666666,0.3333333333333333,,,,,,,,,,,103000.0,,,
590.03,0590.03 - Winnipeg,43.0,8.0,2.0,16.0,17.0,0.1860465116279069,0.0465116279069767,0.3720930232558139,0.3953488372093023,,,,,,,,,,,126000.0,,,
590.04,0590.04 - Winnipeg,,,,,,,,,,,,,,,,,,,,100000.0,,,
595.01,0595.01 - Winnipeg,102.0,0.0,0.0,30.0,72.0,0.0,0.0,0.2941176470588235,0.7058823529411765,,,,,,,,,,,106000.0,,,
595.02,0595.02 - Winnipeg,,,,,,,,,,,,,,,,,,,,114000.0,,,
600.0,0600.00 - Winnipeg,,,,,,,,,,,,,,,,,,,,109000.0,,,
700.0,0700.00 - Winnipeg,46.0,0.0,0.0,46.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,135000.0,,,
800.0,0800.00 - Winnipeg,64.0,1.0,15.0,36.0,12.0,0.015625,0.234375,0.5625,0.1875,,994.0,999.0,,1068.0,,0.0,,,,102000.0,12816.0,12.56470588235294,Lower relative burden
